product_id,product_name,product_type,unit_size,brand,supplier,price,date_received,batch_number,expiration_date
P0067,Powdered Milk 1kg,Beverage,250ml,SafePlus,SafeMeds Inc.,596.17,2020-04-30,BATCH-5742,2022-04-05
P0202,Powdered Milk 1kg,Consumable,1 pack,SafePlus,SafeMeds Inc.,603.23,2023-07-10,BATCH-1389,2025-08-01
P0359,Powdered Milk 1kg,Consumable,500ml,MediHealth,SafeMeds Inc.,1156.24,2023-01-12,BATCH-8671,2024-10-18
P0319,Hand Sanitizer 250ml,Non-perishable,1kg,PrimeGas,SafeMeds Inc.,1123.43,2021-03-31,BATCH-9237,2023-03-13
P0049,Bottled Water 500ml,Dry Goods,25kg,Nestle,FoodLine Services,891.73,2022-10-22,BATCH-3206,2025-06-17
P0416,Bottled Water 500ml,Consumable,1kg,Dole,AquaLife Corp.,1339.82,2022-03-26,BATCH-8631,2024-11-12
P0131,Bottled Water 500ml,Consumable,1L,SafePlus,FreshHarvest Co.,1265.78,2020-10-13,BATCH-3982,2021-05-24
P0083,Gas Tank 11kg,Consumable,155g,MediHealth,SafeMeds Inc.,158.25,2020-07-01,BATCH-3899,2021-07-19
P0220,Paper Towels,Non-perishable,1 box,Generic,MediCare Distributors,237.74,2021-06-13,BATCH-7239,2023-02-17
P0351,Paper Towels,Perishable,250ml,Sanicare,SafeMeds Inc.,47.19,2022-11-15,BATCH-9226,2024-09-29
P0187,Isopropyl Alcohol 500ml,Beverage,250ml,Nestle,Global Supply Ltd.,1304.85,2022-07-16,BATCH-8894,2023-09-22
P0126,Rice 25kg,Beverage,11kg,Dole,MediCare Distributors,339.96,2019-03-09,BATCH-5603,2021-07-30
P0204,IV Fluid 1L,Beverage,1 box,PrimeGas,Global Supply Ltd.,60.86,2020-01-05,BATCH-5258,2021-09-04
P0013,IV Fluid 1L,Consumable,1 box,Dole,AquaLife Corp.,1125.74,2020-01-29,BATCH-2532,2021-02-21
P0753,Rice 25kg,Dry Goods,250ml,Dole,FreshHarvest Co.,646.18,2022-08-01,BATCH-4649,2023-12-27
P0788,Isopropyl Alcohol 500ml,Beverage,25kg,Dole,FoodLine Services,1453.42,2023-07-18,BATCH-3815,2025-07-08
P0162,Gas Tank 11kg,Dry Goods,1 box,Sanicare,FoodLine Services,1137.37,2020-09-15,BATCH-1778,2023-06-28
P0404,Powdered Milk 1kg,Perishable,500ml,MediHealth,SafeMeds Inc.,1203.69,2023-08-12,BATCH-2435,2025-03-15
P0745,IV Fluid 1L,Perishable,500ml,SafePlus,FreshHarvest Co.,302.18,2021-01-21,BATCH-7082,2022-03-23
P0718,Bottled Water 500ml,Non-perishable,1 box,SafePlus,AquaLife Corp.,531.78,2023-01-29,BATCH-7382,2023-12-18
P0595,Medical Gloves Box,Non-perishable,1 box,SafePlus,FoodLine Services,867.84,2021-10-27,BATCH-5713,2022-08-23
P0751,Gas Tank 11kg,Beverage,25kg,Nestle,FoodLine Services,1151.58,2019-03-19,BATCH-4158,2020-12-25
P0705,Hand Sanitizer 250ml,Non-perishable,25kg,SafePlus,MediCare Distributors,401.67,2020-04-03,BATCH-1309,2022-08-08
P0373,Hand Sanitizer 250ml,Consumable,1L,Sanicare,Global Supply Ltd.,198.47,2019-08-17,BATCH-1510,2020-04-25
P0669,Bottled Water 500ml,Dry Goods,250ml,Sanicare,FreshHarvest Co.,1343.36,2018-06-26,BATCH-1352,2021-03-13
P0138,Bottled Water 500ml,Dry Goods,25kg,Sanicare,FoodLine Services,298.38,2023-07-25,BATCH-1961,2024-08-17
P0190,Gas Tank 11kg,Perishable,1 box,Nestle,Global Supply Ltd.,390.15,2024-05-30,BATCH-9697,2025-08-05
P0202,Canned Tuna 155g,Perishable,1kg,MediHealth,MediCare Distributors,1082.17,2018-07-22,BATCH-1662,2020-03-12
P0604,Medical Gloves Box,Dry Goods,500ml,PrimeGas,AquaLife Corp.,520.99,2017-10-07,BATCH-5474,2019-06-19
P0292,Canned Tuna 155g,Perishable,1L,Generic,Global Supply Ltd.,1027.77,2020-12-18,BATCH-2813,2023-01-10
P0780,Powdered Milk 1kg,Beverage,1 box,Sanicare,MediCare Distributors,643.33,2021-09-27,BATCH-8484,2024-02-08
P0078,IV Fluid 1L,Non-perishable,250ml,Sanicare,AquaLife Corp.,145.27,2023-01-16,BATCH-7464,2024-04-06
P0545,Powdered Milk 1kg,Dry Goods,155g,Nestle,AquaLife Corp.,701.22,2018-11-18,BATCH-3766,2020-06-19
P0124,Canned Tuna 155g,Non-perishable,1 box,Nestle,MediCare Distributors,1308.28,2024-01-23,BATCH-2177,2024-09-27
P0424,Isopropyl Alcohol 500ml,Non-perishable,155g,PrimeGas,FreshHarvest Co.,1252.66,2024-08-30,BATCH-1520,2025-09-10
P0660,Hand Sanitizer 250ml,Perishable,25kg,Dole,AquaLife Corp.,1436.72,2018-01-13,BATCH-9839,2019-02-21
P0104,Medical Gloves Box,Non-perishable,155g,Dole,FoodLine Services,511.17,2021-04-14,BATCH-2461,2023-05-03
P0049,Powdered Milk 1kg,Perishable,500ml,MediHealth,AquaLife Corp.,76.89,2020-01-24,BATCH-7407,2021-03-14
P0713,Isopropyl Alcohol 500ml,Perishable,500ml,Sanicare,Global Supply Ltd.,219.85,2018-05-22,BATCH-7731,2019-02-25
P0018,Hand Sanitizer 250ml,Dry Goods,25kg,Generic,FreshHarvest Co.,1430.88,2018-04-23,BATCH-3203,2020-10-18
P0002,Canned Tuna 155g,Beverage,1 box,Sanicare,AquaLife Corp.,1216.07,2017-09-09,BATCH-5689,2020-01-23
P0589,Rice 25kg,Dry Goods,25kg,SafePlus,SafeMeds Inc.,194.13,2024-02-05,BATCH-8501,2025-12-21
P0368,Paper Towels,Beverage,500ml,Nestle,SafeMeds Inc.,891.46,2024-10-29,BATCH-3390,2025-07-23
P0042,Medical Gloves Box,Consumable,11kg,SafePlus,FoodLine Services,745.96,2022-04-25,BATCH-1897,2023-06-13
P0688,Gas Tank 11kg,Beverage,11kg,MediHealth,MediCare Distributors,817.23,2022-09-01,BATCH-7895,2023-12-01
P0069,Hand Sanitizer 250ml,Dry Goods,11kg,Generic,AquaLife Corp.,161.89,2019-05-02,BATCH-6706,2020-04-25
P0027,Bottled Water 500ml,Consumable,500ml,MediHealth,SafeMeds Inc.,790.8,2017-08-03,BATCH-2581,2019-09-22
P0197,IV Fluid 1L,Dry Goods,1L,Generic,FoodLine Services,225.57,2018-11-23,BATCH-8662,2021-01-06
P0081,Gas Tank 11kg,Beverage,1L,SafePlus,Global Supply Ltd.,295.47,2022-11-09,BATCH-5336,2025-06-15
P0418,Paper Towels,Consumable,1L,Nestle,MediCare Distributors,1077.65,2021-06-25,BATCH-2139,2023-05-08
P0087,Isopropyl Alcohol 500ml,Non-perishable,155g,MediHealth,FreshHarvest Co.,1104.26,2018-02-19,BATCH-3639,2020-07-12
P0755,Powdered Milk 1kg,Perishable,1 box,SafePlus,MediCare Distributors,1171.47,2017-05-26,BATCH-8906,2018-06-19
P0070,Isopropyl Alcohol 500ml,Consumable,1kg,PrimeGas,FoodLine Services,1302.78,2018-09-05,BATCH-5660,2021-02-04
P0862,Rice 25kg,Non-perishable,25kg,Sanicare,FreshHarvest Co.,250.02,2019-05-16,BATCH-7594,2020-05-30
P0827,Medical Gloves Box,Consumable,1L,Dole,SafeMeds Inc.,206.29,2024-05-07,BATCH-4338,2025-12-27
P0614,Hand Sanitizer 250ml,Consumable,500ml,Sanicare,Global Supply Ltd.,1304.75,2017-07-27,BATCH-2441,2020-03-29
P0280,Bottled Water 500ml,Perishable,1kg,Nestle,Global Supply Ltd.,590.67,2019-09-13,BATCH-8021,2022-02-12
P0685,IV Fluid 1L,Dry Goods,11kg,Sanicare,Global Supply Ltd.,628.67,2024-05-04,BATCH-2428,2027-02-11
P0432,Paper Towels,Non-perishable,1 pack,MediHealth,FreshHarvest Co.,40.9,2020-02-09,BATCH-1987,2021-10-29
P0384,IV Fluid 1L,Perishable,250ml,Dole,MediCare Distributors,997.64,2017-01-29,BATCH-4371,2019-04-23
P0028,Powdered Milk 1kg,Non-perishable,250ml,PrimeGas,FreshHarvest Co.,1023.55,2022-04-20,BATCH-9950,2025-04-03
P0501,Canned Tuna 155g,Perishable,500ml,Dole,FoodLine Services,319.3,2019-09-17,BATCH-1029,2021-09-17
P0278,Medical Gloves Box,Non-perishable,155g,Dole,MediCare Distributors,787.59,2022-01-10,BATCH-5526,2024-03-22
P0319,Gas Tank 11kg,Dry Goods,25kg,Sanicare,AquaLife Corp.,376.41,2021-08-07,BATCH-7357,2022-11-07
P0058,Isopropyl Alcohol 500ml,Perishable,500ml,PrimeGas,FreshHarvest Co.,1130.2,2022-12-09,BATCH-7166,2025-02-23
P0743,Hand Sanitizer 250ml,Dry Goods,250ml,Generic,AquaLife Corp.,887.42,2021-12-23,BATCH-1221,2023-06-05
P0302,Powdered Milk 1kg,Non-perishable,1 box,Generic,AquaLife Corp.,1068.25,2018-02-25,BATCH-6396,2018-12-14
P0426,Medical Gloves Box,Perishable,1 pack,Dole,MediCare Distributors,374.92,2019-05-02,BATCH-9163,2019-11-23
P0826,IV Fluid 1L,Beverage,250ml,Nestle,MediCare Distributors,1177.65,2020-05-08,BATCH-5166,2021-02-09
P0184,Gas Tank 11kg,Beverage,250ml,Generic,MediCare Distributors,1182.59,2018-04-02,BATCH-6297,2020-01-22
P0732,Paper Towels,Consumable,1 pack,Nestle,SafeMeds Inc.,1109.08,2018-07-03,BATCH-8618,2019-09-02
P0159,Paper Towels,Beverage,1L,PrimeGas,AquaLife Corp.,700.46,2022-01-10,BATCH-5548,2023-02-11
P0630,Medical Gloves Box,Dry Goods,1 box,SafePlus,FreshHarvest Co.,1345.9,2018-06-13,BATCH-4315,2021-01-20
P0827,Medical Gloves Box,Perishable,1 box,PrimeGas,Global Supply Ltd.,518.16,2017-06-14,BATCH-8276,2020-04-02
P0566,Paper Towels,Consumable,25kg,Nestle,FoodLine Services,606.03,2021-01-13,BATCH-8061,2022-10-03
P0614,Rice 25kg,Dry Goods,1kg,Dole,MediCare Distributors,20.42,2018-03-05,BATCH-7715,2018-10-17
P0973,Powdered Milk 1kg,Consumable,11kg,PrimeGas,FoodLine Services,315.08,2021-07-01,BATCH-4971,2024-02-11
P0916,Isopropyl Alcohol 500ml,Non-perishable,1 box,SafePlus,SafeMeds Inc.,885.26,2019-01-26,BATCH-7172,2021-02-01
P0889,Bottled Water 500ml,Consumable,1 box,PrimeGas,AquaLife Corp.,1111.25,2024-08-10,BATCH-9225,2025-05-31
P0920,Medical Gloves Box,Beverage,155g,SafePlus,AquaLife Corp.,848.29,2017-01-23,BATCH-9620,2017-09-10
P0873,Paper Towels,Beverage,1 box,SafePlus,Global Supply Ltd.,814.79,2019-10-26,BATCH-9541,2022-06-11
P0581,Hand Sanitizer 250ml,Perishable,11kg,Nestle,Global Supply Ltd.,573.52,2017-04-02,BATCH-9485,2019-12-30
P0797,Hand Sanitizer 250ml,Non-perishable,250ml,Dole,Global Supply Ltd.,947.23,2020-11-08,BATCH-1519,2021-08-28
P0358,Powdered Milk 1kg,Perishable,11kg,Sanicare,SafeMeds Inc.,907.81,2020-02-27,BATCH-4892,2020-10-01
P0600,Hand Sanitizer 250ml,Consumable,1 pack,Generic,SafeMeds Inc.,278.27,2022-04-30,BATCH-6196,2022-11-14
P0400,IV Fluid 1L,Consumable,500ml,PrimeGas,FreshHarvest Co.,316.06,2020-10-01,BATCH-5283,2021-04-29
P0136,Canned Tuna 155g,Dry Goods,1 box,Sanicare,FreshHarvest Co.,490.7,2018-07-18,BATCH-7825,2019-10-03
P0754,Canned Tuna 155g,Beverage,1 pack,PrimeGas,FoodLine Services,414.43,2022-12-26,BATCH-5644,2024-11-16
P0516,Rice 25kg,Consumable,1 pack,Sanicare,SafeMeds Inc.,1418.5,2017-10-30,BATCH-6405,2020-04-08
P0459,Medical Gloves Box,Dry Goods,11kg,Nestle,AquaLife Corp.,445.01,2022-02-19,BATCH-5623,2023-12-20
P0207,Isopropyl Alcohol 500ml,Beverage,250ml,PrimeGas,SafeMeds Inc.,539.36,2020-05-21,BATCH-7853,2023-05-04
P0538,Canned Tuna 155g,Consumable,1kg,Sanicare,Global Supply Ltd.,376.89,2018-07-17,BATCH-4550,2019-08-23
P0608,Bottled Water 500ml,Consumable,25kg,MediHealth,FreshHarvest Co.,1176.7,2019-02-28,BATCH-2207,2019-10-10
P0638,Gas Tank 11kg,Dry Goods,155g,PrimeGas,MediCare Distributors,1127.06,2024-02-08,BATCH-1180,2026-09-22
P0581,Bottled Water 500ml,Beverage,1 box,Dole,AquaLife Corp.,102.92,2020-09-04,BATCH-7426,2022-03-15
P0293,Isopropyl Alcohol 500ml,Dry Goods,11kg,Dole,MediCare Distributors,468.81,2021-11-29,BATCH-5136,2022-11-09
P0701,Bottled Water 500ml,Consumable,25kg,Sanicare,FoodLine Services,1160.0,2023-08-25,BATCH-9173,2025-06-13
P0714,Powdered Milk 1kg,Perishable,155g,Dole,AquaLife Corp.,1145.91,2022-08-04,BATCH-8743,2025-04-11
P0386,Medical Gloves Box,Non-perishable,1L,Sanicare,Global Supply Ltd.,1232.97,2022-02-01,BATCH-9016,2023-11-21
P0451,Powdered Milk 1kg,Non-perishable,250ml,SafePlus,AquaLife Corp.,830.19,2020-12-10,BATCH-3711,2023-01-27
P0119,Isopropyl Alcohol 500ml,Consumable,1L,Nestle,FoodLine Services,1249.53,2024-03-24,BATCH-4934,2026-08-16
P0551,Isopropyl Alcohol 500ml,Consumable,155g,Nestle,AquaLife Corp.,924.13,2021-03-08,BATCH-3459,2022-09-12
P0617,Powdered Milk 1kg,Consumable,1 box,Nestle,MediCare Distributors,1182.36,2020-05-21,BATCH-2173,2023-01-15
P0639,Hand Sanitizer 250ml,Perishable,1 pack,SafePlus,SafeMeds Inc.,1452.71,2022-11-09,BATCH-2279,2025-06-22
P0423,Canned Tuna 155g,Perishable,11kg,PrimeGas,SafeMeds Inc.,358.45,2018-04-27,BATCH-4227,2019-01-11
P0394,Bottled Water 500ml,Consumable,1 box,PrimeGas,MediCare Distributors,1011.19,2017-04-17,BATCH-8313,2018-10-22
P0468,Hand Sanitizer 250ml,Beverage,11kg,PrimeGas,AquaLife Corp.,1227.74,2020-08-11,BATCH-6353,2022-11-24
P0141,Hand Sanitizer 250ml,Non-perishable,25kg,Sanicare,Global Supply Ltd.,292.34,2021-04-27,BATCH-8466,2024-02-20
P0168,Isopropyl Alcohol 500ml,Dry Goods,1L,PrimeGas,FreshHarvest Co.,603.22,2019-03-27,BATCH-2158,2020-05-24
P0399,IV Fluid 1L,Beverage,1 box,Dole,FreshHarvest Co.,1114.37,2021-02-08,BATCH-3040,2023-10-01
P0645,Rice 25kg,Beverage,11kg,Nestle,SafeMeds Inc.,85.61,2020-09-02,BATCH-4544,2021-04-15
P0573,IV Fluid 1L,Perishable,500ml,Dole,SafeMeds Inc.,1383.83,2023-06-22,BATCH-8925,2025-10-10
P0790,Paper Towels,Beverage,1L,Dole,SafeMeds Inc.,290.0,2022-05-03,BATCH-8838,2023-11-21
P0760,Powdered Milk 1kg,Dry Goods,250ml,Nestle,Global Supply Ltd.,329.14,2018-04-29,BATCH-2283,2020-07-06
P0077,IV Fluid 1L,Consumable,500ml,Dole,AquaLife Corp.,545.62,2018-09-21,BATCH-2182,2019-12-10
P0653,Isopropyl Alcohol 500ml,Consumable,25kg,MediHealth,FoodLine Services,1112.26,2018-04-07,BATCH-1227,2019-10-03
P0078,Canned Tuna 155g,Beverage,1L,PrimeGas,AquaLife Corp.,1137.59,2017-02-24,BATCH-5500,2019-11-20
P0815,Bottled Water 500ml,Perishable,250ml,MediHealth,SafeMeds Inc.,258.81,2018-07-29,BATCH-8467,2019-05-12
P0006,Bottled Water 500ml,Beverage,1 pack,Nestle,FreshHarvest Co.,1403.26,2019-11-18,BATCH-2727,2022-05-27
P0438,Bottled Water 500ml,Beverage,25kg,Sanicare,FreshHarvest Co.,323.44,2023-04-12,BATCH-5349,2025-01-26
P0106,Hand Sanitizer 250ml,Consumable,1L,Sanicare,FreshHarvest Co.,308.99,2024-06-13,BATCH-7199,2026-02-09
P0844,Hand Sanitizer 250ml,Perishable,25kg,MediHealth,Global Supply Ltd.,1352.31,2022-11-21,BATCH-9068,2025-04-25
P0224,Canned Tuna 155g,Perishable,11kg,SafePlus,MediCare Distributors,172.6,2020-05-07,BATCH-5355,2021-06-04
P0438,Rice 25kg,Dry Goods,25kg,Dole,SafeMeds Inc.,256.65,2017-06-04,BATCH-2538,2018-02-03
P0782,Gas Tank 11kg,Beverage,1 pack,SafePlus,SafeMeds Inc.,1071.61,2024-08-26,BATCH-9419,2026-04-28
P0908,Bottled Water 500ml,Dry Goods,155g,MediHealth,Global Supply Ltd.,167.56,2018-11-03,BATCH-7229,2019-05-11
P0407,Bottled Water 500ml,Perishable,1kg,Dole,FoodLine Services,642.41,2019-09-13,BATCH-3212,2020-10-14
P0418,Isopropyl Alcohol 500ml,Beverage,155g,PrimeGas,MediCare Distributors,104.48,2024-06-02,BATCH-4823,2025-03-16
P0454,Gas Tank 11kg,Perishable,500ml,MediHealth,AquaLife Corp.,423.13,2021-02-08,BATCH-3591,2023-12-30
P0052,Canned Tuna 155g,Consumable,1L,MediHealth,Global Supply Ltd.,727.93,2024-05-17,BATCH-4310,2026-04-26
P0430,Isopropyl Alcohol 500ml,Consumable,1 pack,Generic,SafeMeds Inc.,1380.32,2019-10-04,BATCH-2581,2021-09-30
P0246,Isopropyl Alcohol 500ml,Beverage,1kg,Nestle,Global Supply Ltd.,81.68,2023-06-14,BATCH-8434,2025-05-11
P0001,Canned Tuna 155g,Dry Goods,500ml,Nestle,FreshHarvest Co.,188.78,2022-06-20,BATCH-4902,2024-12-19
P0835,Gas Tank 11kg,Dry Goods,25kg,Nestle,MediCare Distributors,902.88,2022-06-04,BATCH-9131,2025-02-15
P0816,Canned Tuna 155g,Non-perishable,500ml,SafePlus,FoodLine Services,123.31,2020-10-12,BATCH-7265,2021-07-17
P0113,Rice 25kg,Beverage,1 pack,SafePlus,FreshHarvest Co.,623.86,2017-06-16,BATCH-7119,2018-08-03
P0099,Rice 25kg,Consumable,250ml,Dole,AquaLife Corp.,639.01,2023-06-10,BATCH-7181,2024-06-23
P0837,Isopropyl Alcohol 500ml,Dry Goods,1 box,Nestle,FoodLine Services,1355.6,2022-06-24,BATCH-8120,2024-06-09
P0710,Paper Towels,Non-perishable,500ml,Generic,Global Supply Ltd.,982.77,2023-06-12,BATCH-4185,2025-03-26
P0017,Gas Tank 11kg,Beverage,11kg,PrimeGas,AquaLife Corp.,51.2,2018-04-12,BATCH-1619,2018-11-09
P0416,Bottled Water 500ml,Consumable,25kg,MediHealth,FoodLine Services,1394.17,2019-09-11,BATCH-8531,2020-08-15
P0202,Isopropyl Alcohol 500ml,Non-perishable,25kg,PrimeGas,FreshHarvest Co.,1114.5,2022-11-30,BATCH-2958,2023-06-24
P0086,Paper Towels,Consumable,500ml,Dole,AquaLife Corp.,428.39,2023-06-18,BATCH-9045,2025-03-18
P0304,Powdered Milk 1kg,Dry Goods,1L,SafePlus,MediCare Distributors,1305.89,2024-05-23,BATCH-1657,2025-06-18
P0292,Rice 25kg,Dry Goods,1L,Generic,SafeMeds Inc.,1411.8,2018-10-28,BATCH-2062,2020-11-11
P0947,Isopropyl Alcohol 500ml,Perishable,155g,MediHealth,Global Supply Ltd.,756.39,2019-04-10,BATCH-1679,2021-04-24
P0207,Bottled Water 500ml,Beverage,25kg,Sanicare,FreshHarvest Co.,287.86,2022-07-11,BATCH-3298,2023-02-09
P0566,Medical Gloves Box,Non-perishable,25kg,PrimeGas,SafeMeds Inc.,1114.19,2018-08-07,BATCH-7011,2019-03-23
P0458,Bottled Water 500ml,Consumable,25kg,Sanicare,Global Supply Ltd.,778.77,2019-08-06,BATCH-5399,2022-07-16
P0926,Medical Gloves Box,Perishable,25kg,SafePlus,AquaLife Corp.,650.17,2018-03-06,BATCH-5825,2019-01-08
P0675,Gas Tank 11kg,Dry Goods,1kg,Sanicare,MediCare Distributors,509.22,2017-02-10,BATCH-6615,2018-05-12
P0560,Bottled Water 500ml,Non-perishable,1L,MediHealth,FreshHarvest Co.,462.46,2022-12-06,BATCH-9125,2024-10-29
P0492,Bottled Water 500ml,Consumable,155g,Generic,FoodLine Services,796.99,2022-11-29,BATCH-4304,2023-06-04
P0855,Bottled Water 500ml,Consumable,1kg,Nestle,FreshHarvest Co.,49.11,2018-11-15,BATCH-7904,2021-04-15
P0314,Powdered Milk 1kg,Perishable,155g,Sanicare,AquaLife Corp.,329.79,2024-10-18,BATCH-8657,2027-03-07
P0645,Bottled Water 500ml,Perishable,1kg,Nestle,FreshHarvest Co.,556.12,2022-09-21,BATCH-8910,2023-06-21
P0830,IV Fluid 1L,Consumable,11kg,Sanicare,FreshHarvest Co.,552.49,2017-01-06,BATCH-6641,2019-03-03
P0413,Canned Tuna 155g,Consumable,500ml,Nestle,MediCare Distributors,1400.16,2023-12-16,BATCH-2168,2026-06-29
P0379,IV Fluid 1L,Beverage,1kg,Nestle,MediCare Distributors,703.48,2017-03-05,BATCH-5124,2018-07-19
P0558,Powdered Milk 1kg,Beverage,1kg,Sanicare,FreshHarvest Co.,121.16,2019-06-21,BATCH-5666,2021-09-20
P0046,Gas Tank 11kg,Beverage,1kg,SafePlus,FreshHarvest Co.,352.68,2018-06-30,BATCH-1860,2019-03-14
P0395,Rice 25kg,Beverage,155g,Sanicare,Global Supply Ltd.,1096.9,2022-12-13,BATCH-7628,2024-06-01
P0093,Medical Gloves Box,Perishable,500ml,Sanicare,AquaLife Corp.,745.28,2024-09-09,BATCH-4828,2025-07-10
P0399,Gas Tank 11kg,Non-perishable,1kg,MediHealth,SafeMeds Inc.,332.49,2022-02-05,BATCH-5763,2024-09-03
P0579,Bottled Water 500ml,Non-perishable,1kg,PrimeGas,SafeMeds Inc.,1061.84,2024-04-17,BATCH-2643,2025-01-26
P0736,Medical Gloves Box,Non-perishable,11kg,Sanicare,FoodLine Services,1221.96,2020-03-05,BATCH-6012,2021-12-17
P0965,Rice 25kg,Beverage,155g,MediHealth,Global Supply Ltd.,815.09,2023-05-15,BATCH-6624,2025-09-07
P0298,Powdered Milk 1kg,Dry Goods,500ml,Dole,MediCare Distributors,643.9,2018-09-19,BATCH-3881,2021-08-19
P0980,IV Fluid 1L,Perishable,11kg,Dole,FreshHarvest Co.,930.0,2019-12-11,BATCH-3775,2021-06-16
P0883,Canned Tuna 155g,Perishable,1 box,Dole,SafeMeds Inc.,120.08,2022-03-07,BATCH-5326,2024-10-18
P0309,Bottled Water 500ml,Perishable,500ml,Generic,FoodLine Services,333.27,2021-12-31,BATCH-4832,2024-02-19
P0634,Paper Towels,Beverage,1 box,Generic,AquaLife Corp.,1312.13,2022-01-11,BATCH-2639,2022-10-18
P0442,Hand Sanitizer 250ml,Dry Goods,11kg,Sanicare,Global Supply Ltd.,509.03,2021-07-28,BATCH-3043,2023-06-15
P0325,Medical Gloves Box,Perishable,1 pack,Sanicare,MediCare Distributors,1368.24,2021-05-04,BATCH-7066,2021-12-10
P0788,Canned Tuna 155g,Perishable,25kg,Dole,FoodLine Services,1172.57,2024-06-14,BATCH-9414,2026-05-09
P0268,Canned Tuna 155g,Dry Goods,1L,Sanicare,Global Supply Ltd.,1067.95,2022-02-24,BATCH-5290,2024-12-29
P0927,Hand Sanitizer 250ml,Perishable,1L,Generic,Global Supply Ltd.,738.35,2022-06-15,BATCH-4977,2024-01-04
P0298,Canned Tuna 155g,Dry Goods,1 pack,Nestle,FoodLine Services,1351.3,2020-04-13,BATCH-1426,2021-12-31
P0192,Powdered Milk 1kg,Dry Goods,1kg,SafePlus,Global Supply Ltd.,1083.45,2021-12-07,BATCH-5065,2024-04-04
P0538,Paper Towels,Consumable,11kg,Generic,AquaLife Corp.,1281.92,2024-06-27,BATCH-8314,2026-11-13
P0192,Isopropyl Alcohol 500ml,Consumable,25kg,Nestle,Global Supply Ltd.,921.81,2023-03-06,BATCH-9510,2024-04-22
P0423,Hand Sanitizer 250ml,Perishable,1 pack,Generic,AquaLife Corp.,572.79,2021-02-09,BATCH-3055,2022-07-28
P0380,Rice 25kg,Dry Goods,1 pack,PrimeGas,FoodLine Services,336.14,2017-08-24,BATCH-9104,2018-12-08
P0917,Hand Sanitizer 250ml,Dry Goods,11kg,PrimeGas,FreshHarvest Co.,382.24,2019-11-16,BATCH-9042,2022-06-25
P0002,Bottled Water 500ml,Perishable,11kg,Nestle,FoodLine Services,1217.36,2019-05-19,BATCH-2070,2021-11-29
P0632,Paper Towels,Perishable,1 box,Sanicare,MediCare Distributors,944.13,2022-03-24,BATCH-1795,2024-07-09
P0889,Gas Tank 11kg,Non-perishable,155g,PrimeGas,FoodLine Services,357.02,2024-01-05,BATCH-9942,2025-09-07
P0475,Gas Tank 11kg,Dry Goods,1kg,MediHealth,MediCare Distributors,1019.12,2022-09-12,BATCH-8324,2024-09-17
P0838,Isopropyl Alcohol 500ml,Non-perishable,155g,SafePlus,Global Supply Ltd.,568.47,2020-06-06,BATCH-1030,2023-05-09
P0835,Gas Tank 11kg,Non-perishable,25kg,SafePlus,FreshHarvest Co.,72.21,2022-03-15,BATCH-2064,2023-11-25
P0566,Hand Sanitizer 250ml,Consumable,1 box,Generic,AquaLife Corp.,1259.39,2019-01-01,BATCH-4257,2020-04-17
P0371,Medical Gloves Box,Perishable,1 pack,Nestle,MediCare Distributors,1267.56,2023-05-12,BATCH-1205,2024-09-13
P0935,Gas Tank 11kg,Beverage,11kg,SafePlus,SafeMeds Inc.,578.67,2022-04-09,BATCH-8413,2024-09-07
P0697,Bottled Water 500ml,Dry Goods,1 pack,MediHealth,AquaLife Corp.,1184.88,2023-12-19,BATCH-5614,2024-09-01
P0868,Hand Sanitizer 250ml,Non-perishable,25kg,Generic,SafeMeds Inc.,894.28,2019-12-08,BATCH-6008,2022-02-26
P0107,Medical Gloves Box,Beverage,155g,PrimeGas,MediCare Distributors,55.18,2023-02-03,BATCH-1390,2025-04-21
P0447,Rice 25kg,Dry Goods,1L,Sanicare,FoodLine Services,1114.48,2019-04-11,BATCH-1484,2021-05-18
P0427,Paper Towels,Non-perishable,155g,MediHealth,SafeMeds Inc.,702.86,2021-11-02,BATCH-4652,2023-12-27
P0343,Paper Towels,Dry Goods,250ml,Generic,FreshHarvest Co.,448.92,2017-05-11,BATCH-2558,2019-03-26
P0585,Medical Gloves Box,Non-perishable,11kg,Nestle,FreshHarvest Co.,1004.4,2020-07-06,BATCH-5015,2021-07-25
P0413,Isopropyl Alcohol 500ml,Consumable,250ml,PrimeGas,FreshHarvest Co.,741.37,2023-11-01,BATCH-8655,2026-06-27
P0936,Paper Towels,Consumable,250ml,MediHealth,FreshHarvest Co.,1316.22,2019-11-08,BATCH-2675,2022-09-23
P0518,Hand Sanitizer 250ml,Non-perishable,1 box,Sanicare,SafeMeds Inc.,814.59,2022-12-21,BATCH-4271,2025-07-24
P0310,IV Fluid 1L,Dry Goods,25kg,Generic,SafeMeds Inc.,986.09,2023-04-16,BATCH-6706,2025-07-14
P0302,Bottled Water 500ml,Perishable,155g,Generic,SafeMeds Inc.,1169.97,2023-11-10,BATCH-6860,2024-09-02
P0484,Medical Gloves Box,Dry Goods,155g,Dole,FoodLine Services,951.86,2023-11-16,BATCH-5386,2026-03-27
P0875,Paper Towels,Non-perishable,1L,Dole,Global Supply Ltd.,120.0,2017-07-07,BATCH-3964,2018-04-03
P0857,Paper Towels,Consumable,155g,Generic,SafeMeds Inc.,388.17,2017-09-15,BATCH-4634,2020-01-10
P0147,Powdered Milk 1kg,Consumable,1L,SafePlus,SafeMeds Inc.,530.55,2017-06-27,BATCH-6750,2020-01-09
